pid,sentence1,sentence2,label
51685,want Flight Tickets,Send me flight timings from Mumbai to Bangalore,0
26717,Is there is any coupon,I recharged my mobile using phonepe and I cant find any cashback,0
35624,want reminder for phone,list my reminder,0
13254,This order ID is right,This is my ID only,0
32774,provide me Flight Tickets,I want flight status,0
13613,How will I get to know about cricket prize?,How will I get to know about prize?,0
51135,I want to download invoice,I want to download report,0
30193,Explain me the key features of WAAC,Tell me the key features of WAAC,1
67486,Any offer on Electricity bill,I want to pay electricity bill,0
15239,download ppc,Help me to download my PPC,1
57909,Cheap flight tickets,looking to Flight Tickets,0
62793,Is it important to have accreditation agency?,Is it important to buy Stove,0
11272,i have an old otp,i have an old otp will it work,1
11462,I want to book flight,I want to check flight bookings,0
66036,"Hey, can you set a reminder for me to walk?  . .",remind me to walk,1
28752,That order ID is correct,The order ID is right,0
63604,App upgrade,How do I Install the app?,0
3651,to buy Flight Tickets,I want to book round trip,0
66012,remind me regarding jog,remind me regarding medicine,0
39532,auto connect iphone,how does auto connect work,0
26546,full body check up,My body is full time ache,0
27944,send me reminder to drink water,show my reminders,0
63308,Whats score now,What is the score,1
12482,Train booking,I want to book railway ticket,1
73801,Is there any safety training schedule for your customers?,Safety Training LPG,0
39943,sign up fee,When will Get my sign up refund fee?,0
38693,Some awesome cashback offers on flights.,Show me some offers on flights.,0
46939,Check  bollywood winners list,bollywood winners,1
7284,calculate premium,calculate premium for wealth plus,0
18744,I dont want a call,give me a call to drink water,0
43107,but it already 72 hrs over,48 hrs are over,1
15525,Cancel flight booking,I need to book a flight,0
34746,Can give me details about my haptik cash back,Any Cash back offer,0
55437,remind me my medicine,Medicine Reminder Modification,1
22101,I need to know my report status,I want to know my report,1
38133,suggest me Flight Tickets,I wanna look for flights,0
22880,Please refund,Did not Receive Refund,0
57626,Enrollment process for CCH batches?,enrollment process cch,1
422,password received,not receiving password,1
72563,Planning to go for trip to goa,i want to go to bengluru,0
37135,to buy Flight Tickets,Hi! I want to book a bus ticket. .,0
25998,Remind me any price drop,Could you let me know when there is a price drop,0
16912,all available resorts,Check available resorts,0
72342,Procedure to order LPG supply,What are the options to order cylinder,0
73919,BSNL landline bill,Landline Bill payment,1
46816,How will I get to know about prize?,How I get a prize,0
20376,getting same fare on other sites,Wait its the same price on Paytm,0
13414,don't have paytm account,unlink paytm account,0
33706,show me trains,I want train enquiry,1
36562,Show me more return flights,please show me more flights,0
10181,Impossible to make booking,impossible to use,1
67829,Hi! I want to tick an item off my bucket list. .,Hi! I want to fund my bucket list.  .,0
34035,from current location,Do I have cab facility on my current location?,0
16577,benefit of my life,What will be the Survival Benefits of my life,1
9423,Total Secure plus,Total Secure,1
64744,Can i get offer,will i get my cashback in wallet?,0
51562,I need a reminder to drink water,give me a call to drink water,1
42190,i want offer on flight tickets,Tutorial for flights discounts,0
44128,Adding of new channels,New updates on new channels,0
28740,facing issues with the login page,Lounge login issue,0
29305,check status of report,Report status,1
15727,I havent get cashback,I didn't get my cash back,0
53850,72 hours still not got cashback,Casback is not recieve,0
8431,show  Flight Tickets,I want flight status,0
42958,show  Flight Tickets,I want to book flight tickets Can you help me,0
11111,Can i get offer,24 hours still not got cashback,0
59717,How to avail prize gk,show all gk prizes,0
32629,cannot connect,Airport can't connect,0
37317,Check-in,layout for checkin,0
14692,modification Daily Horoscope,"Hey, can you give me daily horoscope updates? .",0
70144,stop alert pnr status of train,pnr status train,1
50684,i am not getting the login page,Everytime I try to login I get an error message.,0
16768,I want offers on uber booking.,want to purchase uber,0
45924,show me flights from mumbai to pune,find Flight Tickets,0
24680,available train tickets from vizag to Mumbai,need flights from mumbai to pune,0
23260,tell me about discount deal on flights,Some awesome cashback offers on flights.,1
2969,My report was not given to me,But the the new report is not available,0
29875,What are the key features of My Life,Tell me the key features of My Life,1
37473,I want to book flight,Please help me with flight booking,0
4371,its not working,still doesnt work,0
8967,recommend me nearest place for car repair,suggest me nearby places with wifi,0
72975,Do you supply LPG for industries?,Industrial LPG products,0
67495,things I should and should not do if I have Dry Mouth?,Dry Mouth or Xerostomia?,0
11368,i have an old otp,i have an old One time password will it work,1
61433,Coupon Code,What is coupon code,1
19772,Check Bollywood Score & Rank,show bollywood leaderboard,0
13086,LPG for Industries,Benfits of LPG for Industry,0
53438,cashback on flights,i want offer on flight booking.,1
36030,Explain me the key features of Total Secure,what is the premium for Total Secure,0
3627,reset password,password,0
75722,Send me a Pin please,pin on chat,0
75479,set reminder medicine,schedule a reminder,0
45608,Show me some offers on flights.,any cashback on flight booking,0
39652,How can I know whether my Profile has been accepted?,How will I know whether my profile is been accepted or not?,1
35704,suggest me Flight Tickets,show me flights without any stop,0
11106,Is there a fixed number of participants per batch for the coaching sessions?,schedule of coaching batches,0
6261,it worked,did not work,0
44855,"no, I am not married",no i am not,1
38926,Any offer,any deals on trains,0
57868,looking to Flight Tickets,recommend Flight Tickets,0
2833,Offer best,cashback,0
14730,Currency Trading,Currency Trading means,1
39242,Change wake up call,Turn off wake up call,0
53803,Help me find railway status,"Hello, can you help me find a repair person?",0
10804,Please give me your pic,Give me your number,0
23415,why are you charging convience fee,the airline does not charge convience fee,1
36952,show me trains,Need train status,1
54595,modification Exercise Reminder,reminder for jog,0
1236,i want offer on flight booking.,Tutorial for flights offers,0
58815,any flight deals,i want discount on flight booking,0
16952,delete reminder,Remind me,0
49561,"I already have a demat account, do i still need to give you all the required documents?",I already have a Demat Account. Can I open only Trading account with you?,0
13568,I want train enquire,I need train,1
3429,No information Desk,I do not see any information desk near me,0
2744,I want flight rate,I want you to remind me fare of this flight,0
3304,I had booked the ticket and I wanted to know the terminal,I want ticket booking,0
444,Can u send ur picture,Can u send me your number,0
57371,bollywood Yesterday,Yesterday bollywood Leaderboard,1
7674,total secure+,what is the premium for Total Secure,0
31674,how do i change my registered bank account,how do i change information,0
35458,Any Cash back offer,Hey can you tell me about the phonepe cash back .,0
51884,nearby wifi,share me nearby wi-fi,1
39714,Show me money saving tips,Subscribe to Money Saving Tips,0
9431,Success but I didnt receive my cashback,I have not received cashback,0
22454,How will I get my winnings into my bank account?,change bank account,0
68436,Do i need visa,Visa,0
29179,sir I am cashback not receive,cash back not received,0
73020,any deals on trains,Give me best offers on trains,1
50540,No password received yet,password Received,1
29932,Do I need to pay for facilities in Evolve?,access EVOLVE facilities?,0
30128,show me your office location,Where is your office,0
25132,Tell another joke,I want another joke,1
45116,I want to know the cost of following tests,May I know the charges,0
15128,I not get Cash back,24 hours still not got cashback,0
60106,Give me your one pic,Give me your number,0
41502,provide me Flight Tickets,like to buy Flight Tickets,0
43269,any offers running on dth?,I recharged my mobile using phonepe and I cant find any cashback,0
645,Calculate eligibility again,Calculate my eligibility,0
26415,how much is the charge for the test,I wanted to know the HCV RNA blood test fee,0
4171,Are you stupid,Stupid joke,0
28437,am I eligible for any bollywood prize today,How to avail prize bollywood,0
22078,"Hey, can you set a reminder for me to wish anniversary?  . .",remind me to wish friend bday,0
2870,I want to delete all my reminders,I would like to cancel my daily horoscope,0
42837,Share the details of term plan,term plan,0
48465,Worked,did not work,0
8026,Is there any coupon code to reduce the fare of the flight,any offers currently available on flight tickets,0
73795,"Hey, can you remind me to call someone?   . .",I need a reminder for calling someone,1
35778,"If the name of my company has changed, how do I update it?","If my Bank Details has changed, how do I update it?",0
40641,I need to know the train status,status of train,1
35804,flight,search flights,0
21638,test costing,what is the test cost,1
60045,charge,What is the cost?,0
71910,I want to register multiple bank accounts,can i transfer funds from multiple bank for trading,0
59021,I want to book bus tickets for ID-E-MILAD,help me with bus booking,0
18457,Cashback not received against flight booking,Referral cashback not received,0
65026,How many guests are allowed in HU?,How many guests can accomodate in 1BR?,0
32752,I forget my I'd no,I'm not a fan of long queues! Please web-checkin for me.,0
40588,recommend Flight Tickets,want to purchase Flight Tickets,0
68761,I want to know about Home loan,I want to know about Rera,0
29004,What action can be taken in case the weight of gas is less than 12 kg,What actions need to be taken when leakage is detected?,0
6277,Cancel wake up call for tomorrow morning,wake up,0
12650,14 th feb morning flight to goa 7 adults 2 kids,I want to know the flight prices to Delhi,0
62000,my otp is not working,did not work,0
12538,how to give feedback,I want to give feedback,1
13151,pay entry fee on contests,why you refunded the entry fees,0
2371,"Hello, can you help me find a repair person?",need a repair person,1
19468,Show upcoming series,View upcoming matches,0
64480,Flight from delhi to srinagar,please show me return flights from,0
46424,flights to Dubai,Book me a night ticket to Delhi tomorrow,0
60383,That was the correct order ID,That order ID is correct,0
30695,wating for my reports,I have been wating for my reports,1
62349,I want to book flight,Hi! I want to book a bus ticket.   .,0
45827,Can dates be changed for a group tour?,Changes of dates,1
6692,I need a invoice copy,can u please provide invoice,1
42128,Show me another fun fact,send another,0
44388,Do you have features for Total Secure Plan,total secur,0
10767,Nearby lab,Find the closest lab near me,1
15410,what is lab ID?,I don't have lab ID,0
8403,personal email iD,forgot email id aswell,0
58942,Tell me more stories,more stories,1
4724,Any offer on Electricity bill,I need   to pay electricity bill,0
7689,Help me with Survival benefits,Want to know Survival Benefits of my life plan,0
17838,Send your Number...,I want your number plz,1
74998,I want to book flight tickets for New Year,Book me a flight,0
29625,modify address,Address change procedure,1
48891,Where can I find my order ID?,Where can I find my order status?,0
48434,modification motivational quote,"Hey, can you send me motivational quotes? .",0
12117,Why 33 kg cylinders and not 47.5 kg cylinders?,450 KG Cylinder,0
31448,I want to book bus tickets for ID-E-MILAD,I need to book bus ticket,1
5325,Health Plans,I am looking for a Health Plan,1
48364,Dint receive cashback,Didnt receive cashback,0
21748,Cancel all reminders,show all reminders,0
40015,Do you have features of My life,What are the important features of My Life,1
39356,send reminder,want reminder for wake up,0
60271,"If I have a grievance concerning Taluka/Village offices, which level of administration should I choose",Level of administration,0
64326,OTP is not working please resend,One time password didnt came,0
39100,How to check my report status,can I check for my report,1
8918,i want offer on flight booking.,Book me a flight,0
15215,Today ipl schedule,latest status of today ipl match between DD vs RR,0
3707,mumbai to pune,please proceed below flights new delhi to bangalore 1 adult - onward flight - 3038 jet airways 9w-823 dep 02 50 pm 29 dec,0
61944,Premium for Total Secure,calculate premium for total secure plus,1
19906,i want flights from mumbai to delhi,I wanna look for flights,0
24119,I havent receive any OTP,password not received,0
28146,Home LPG cylinder,Hotel LPG Cylinders,0
16332,Help me with the benefits on investment,Investment Benefit,1
34242,I am looking to check online my results,i want to check in,0
56268,Best flight ticket to thailand,Price of flight tickets to Switzerland,0
38596,How long to find borrower,time taken to find a lender,0
25249,Book flight,Please help me with booking flight tickets,0
22173,Please mail me the previously booked flight ticket,recommend Flight Tickets,0
70075,train arrive at station,please remind me about arrival of train,0
2018,I am not satisfied with the service at your outlet. How do I lodge a complaint?,i am not satisfied with the response,0
23985,I want offers on uber booking.,want to buy uber,0
66028,Check GK winners list,Check  bollywood winners list,0
11177,need flights from mumbai to pune,give me flight fare alerts,0
12265,I am married,yes i am married,0
13442,Cashback not yet received,Cashback not received against flight booking,0
10470,"I checked, this is the right ID",That ID is right,1
834,I not get Cash back,Why i didnt got the cashback,0
39730,Yes,"Yes, let's talk",0
9743,where is the ticket email,Please email the tickets,1
2540,Charges,what is the cost,0
15644,is auto connect free,More information on auto connect,0
2085,Please mail me tickets,I didnt get the ticket in email,1
12714,pathology lab,"Hey, can you find me the nearest pathology lab?  .",1
18955,schedule a reminder medicine,want reminder for medicine,1
45631,Mutual Funds,risk of mutual funds,0
54526,Share the selection process.,Share Vendor Selection Process in SHV energy,0
23193,Refill price,What are the refill prices,1
31424,Get a joke daily,I would like to cancel my daily joke subscription,0
34354,book flight,Help me flight booking,0
66351,How to Download the receipt,How to get PPC from the link,0
8642,is the resort available?,what are the amenities available at the resort,0
75746,Know more on internship,Know more about Vh1 Supersonic,0
20365,I want to know my report status,I need to know my report,1
28762,I want to book flight tickets for Guru Nank Jayanti,I want to book flight tickets for ID-E-MILAD,0
11832,back,Back to Products,0
3840,Girl boy,Kon ho tum boy or a girl,1
2341,Dream House,House,0
20254,provide me Flight Tickets,Send me flight timings from Mumbai to Delhi,0
29003,Give me your one pic,can u give me ur number,0
7696,Want to book flight from Mumbai to Delhi,please show me return flights from,0
40564,how to uninstall the app,how to give feedback,0
3214,show me your pic,I need your help,0
45020,is auto connect chargeable,How to connect to the internet using auto connect,0
57181,I already have a Demat Account. Can I open only Trading account with you?,What are the basic documents required to open a trading+demat account?,0
53328,What are the important features of My Life,important features,0
10415,I don't know the Lab ID,I don't have lab ID,0
2978,I don't want notifications,Don't send me again,0
24669,is auto connect chargeable,auto connect iphone,0
26009,sorry change that reminder,Edit reminder,1
10668,Cash back not receive,Cash back how much,0
42821,trying to see the result of a test,Test results are not good,0
44901,How do I get a new domestic 2 kg/4 kg or 12kg cylinder connection?,2 KG Cylinder,0
45442,i dont want to withdraw,i am not able to withdraw bonus money,0
52881,That order ID is correct,I've already given the correct ID,0
75718,what is my position on the bollywood leaderboard,Check yesterday's bollywood leaderboard,0
12018,show ur pic,I want your number plz,0
36338,How do I transfer my Connection to My son?,Process for transferring connection,0
17141,recommend me Flight Tickets,Can you check flight ticket availabilty,0
5303,I don't want to play,Hey I would like to play the Daily Quiz .,0
7089,any offers currently available on flight booking,Book flight,0
5077,order status,What is my order status?,1
8939,I want offers on cab booking.,please suggest offer,1
44636,Horoscope for someone else,check horoscope for someone else,1
5147,Received my OTP,not receiving One time password,1
68328,Convenience charges,How much is convenience fee,0
8465,repay my loan ahead of given time,How do I repay the loan,0
15666,"Hey, can you show more reminders on Rembo? .","hey, can you give me daily horoscope updates .",0
13450,Value for money,not value for money,1
22645,"Hey, can you remind me to exercise?   . .","Hey, can you set a reminder for me to jog?  . .",1
61507,Motivation quote,stop motivational quote,0
46296,can permanent and correspondence address be same,change correspondence address,0
43389,from Jaipur to shavalgad,Jaipur to shavalgad,1
30446,Something is wrong with your app,What can I do on your app?,0
36329,charge,How much is the charge?,0
69415,"Hey, can you set a reminder for me to call someone?  .",Can you remind me to call someone,1
67118,I want to book flight tickets for Diwali,Cheap flight tickets,0
54068,When will i get cashback,Not get my Cashback,0
62697,show my current rank in cricket,show my rank in cricket,1
16663,any offer on flight booking,any cashback on flight tickets,1
43881,i don't know my lab ID,I want to know my lab ID,1
22710,I found less price in another site,I want to know about the price of another test,0
49000,unable to browse internet,can't browse internet,1
1526,Any update,Any update on my order,1
16731,Price of flight tickets to Switzerland,I want to know fares of flights,0
29684,"Hey, can you remind me to call someone?   .","Hey, can you remind me to walk?   .",0
13702,Show me more return flights,Need one more check in,0
13143,design fee amount,What is a Holiday Design fee and why do we charge it?,0
49825,I wanna pay internet bill,wanna pay my bses rajdhani elec bill,0
5891,how to check,I want to check the price of this test,0
40779,Give me best offers on flights,tell me about discount deal on flight ticket,0
25377,when will the cashback amount expire,When my Cashback will be credit,0
8085,am I eligible for any bollywood prize today,Any bollywood prize?,1
1686,How do I get my invite code?,how do you get scores,0
20938,I want to retrieve a report but I don't remember the lab id,I want to know my lab ID,0
54762,check for trains from mumbai to delhi,I want to know the flight prices to Delhi,0
35449,I have already paid my bills,Postpaid bill pay,0
47277,do not give me updates,I don't want anything,0
6767,stop alert flight,Stop alert,1
51741,show me flights from mumbai to pune,check price for flight from mumbai to pune,1
29560,When will be the federation be formed after possession?,What if I have children after possession of the flat?,0
39033,Looking for nearest pharmacy,"Hello, Can you look for the closest pharmacy?",1
13723,Took too long to change my ticket,I had a hard time changing my ticket,0
70094,Any offers currently available on train tickets.,i want to check fare and availability of a train,0
73159,Landline phone bill,I want to pay my phone bill,0
18393,Send me flight timings from Mumbai to Delhi,I need flight,0
55699,want Flight Tickets,i want flights from mumbai to delhi,0
65408,check bollywood leaderboard,Check yesterday's bollywood leaderboard,0
36470,Dont send,Sorry no need,0
9450,Gym,reminder for jog,0
42181,any coupons on flight booking,Tutorial for flights coupons,0
9789,search flights,Send me flight timings from Mumbai to Bangalore,0
10624,I want to book ticket,I want to book round trip,0
3224,set reminder jog,prepare a reminder jog,1
11591,Any offer,can you give me any offers,1
72817,i want to book train ticket,Railway booking,1
38903,Flight status,may i know the status of flight,1
18252,This is my ID only,Can't find order ID,0
30460,why extra charge on flight booking,book flight,0
45861,i want discount on flight booking,want to buy Flight Tickets,0
6033,change mobile number,change phone,1
12040,Cheap flight tickets,looking Flight Tickets,0
19471,List of train,show train schedule,1
8564,calculate premium for saral nivesh,calculate premium,0
4421,72 hours still not got cashback,I not get Cash back,0
75897,Can you send me your pic,send me ur no.,0
70602,Cost,what will be the cost,0
51036,I want to retrieve a report but I don't remember the lab id,I dont remember my LAB ID,1
18426,reminder jog,Can you schedule a reminder for exercise,1
50948,I WANT TO DOWNLOAD THE REPORT,How can I download my report,1
24278,Plz give your phone number,Send me your mobile number,1
42441,I want to get in touch,How to get larger loan amount,0
7775,Play & Win Quiz,What is my final score for the predict & win quiz,0
50806,Hi I want to book a flight ticket using the cashback offer .,Hi i want to book flight tickets .,1
26095,book a flight,I want to book a flight,1
63487,I want the Premium amount for Saral Nivesh,Tell me the premium amount for Saral nivesh,1
34525,I want to pay the landline bill,Can I pay for Landline?,1
54641,I need a reminder for exercising,I want to search for a reminder,0
26407,book a cab to home,Ride to home,1
43970,I want to know key features of My life,I want to know the key features of Total Secure,0
1892,Where is my wakeup alarm,set a wake alarm,0
19912,Got my One time password,not getting otp,1
11112,any offer on mobikwik,where to spend mobikwik cb,0
3430,I have not received the invoice,I have not received my report yet,0
16137,How do I open my Digital Contract Note?,I want to open my digital contract note,1
30169,Unable to contact RM,Unable to trade,0
55783,todays ipl match results,Next ipl match details,0
2404,Coupon,Any other discount,0
22531,transfer my connection to my son,Process for transferring connection,0
24920,Plz send my receipt,Could u please send the receipt,1
6473,Let me know if there are any cash back offers,cash back on flights,0
15633,My order ID was right,Where is my order ID?,0
62331,Are there any discount or cashback offers,Any cashback on flights,0
34453,i dont get cashback,I didn't get my cash back,0
28802,"Hey, can you help me with flight . .","Hey, can you help me find a carpenter  .",0
8980,set reminder jog,reminder jog,1
24977,mumbai to pune,cheap rate for mumbai to delhi,1
53485,How to check my report status,I wanted to check my report online,1
54449,any cashback on flight booking,cashback on flights,1
46624,What are your brokerage charges ?,What are the lowest brokerage charges?,0
56243,Scores,score update,0
49723,Didnt receive cashback,in which wallet will i receive the cashback,0
10526,set reminder jog,I need a reminder for exercising,1
25104,I want to book bus tickets for ID-E-MILAD,I want to book bus tickets,1
69286,give me a joke,I want jokes everyday,0
1053,Alarm to drink water,Set an alarm for me to walk someone,0
24025,I want to know fare for entire month,I need to know pricing,0
53039,to view my reminders,list my reminder,1
55840,Help me with flight booking,want to buy Flight Tickets,0
11063,i want to checkin,Return tickets also to check-in,1
38329,Any cashback there?,I recharged my mobile using phonepe and I cant find any cashback,0
6407,Set Flight Fare Alerts,Flights day to day fares alerts,0
4542,fare not cheapest,its not cheapest,1
8380,i want indigo flights,can you look for airasia,1
40118,Process to transfer the vouchers of academies,Process to transfer voucher,1
34915,get application id no,Application ID no,1
27222,cash contest,how is rank of cash contest decided,0
39746,Is it compulsory to buy stove and other accessories from distributor while availing new LPG connection?,I want  a new LPG connection,0
11912,clothes wash,cloth washing and drying,1
66762,I wanna knw d rate of test,test price,0
64110,get more wifi,can you help me purchase more wifi,0
72305,I want to deposit money,deposited money levelup,0
26399,I want to change my last grievance,process to change the disctrict as I selected wrong district,0
48645,I've given the correct order number,I've already given the correct ID.,0
40375,show me your photo,I don't need your help,0
53085,How can I pay my stamp duty & registration charges,Liable to pay Stamp Duty,0
26109,Want to win prize,Win Prizes,1
17215,what is the test fee,Liver function test charge,0
49187,Want to book my seat,need to book an pickup,0
54701,sir any offer on paying through haptik,I recharged my mobile using phonepe and I cant find any cashback,0
34862,What if child cannot avail the seeding batch?,What happens to voucher if my child cannot attend a batch?,0
51545,contact info,Police contact info,1
45190,Still not received Amazon Cashback,My Cashback not received,0
8107,Mail me the same,please email,0
24529,Is Visa required for Dubai,Visa,0
67366,how can i talk to call center,I don't want to talk to Machines,0
32431,want flight fare alert,Flights day to day fares alerts,0
12046,Send me flight timings from Mumbai to Delhi,show  Flight Tickets,0
58600,Key features of Total Secure,Total Secure plus,0
2668,Landline Bill payment,Bill payment,0
59022,Give me information about Survival Benefits,Survival Benefit of My Life,0
68069,I need your help,Plz give your phone number,0
26069,tell me about discounts on dth,"Hi, please tell me about Times Card. .",0
64633,Home Loan,higher home loan,0
38910,My order,track my order,0
6981,Mutual funds,invest in mutual funds,0
38508,Need to know the Survival Benefits of saral nivesh plan,Assist me with Survival Benefits of saral nivesh plan,1
31158,i want to book a resort,allowed to book only one studio apartment,0
15460,When will I get confirmation of who will. Come to collect the sample,Can anyone come to home to collect the sample,0
2935,I want to Check info for a test,i want to check in,0
15017,Tell me about Saral Nivesh plan,Want to know Survival Benefits of saral nivesh plan,0
16820,modify reminder,sorry change this reminder,1
64363,I gave the correct order ID,That's the right order ID,0
26900,Not able to open the login page,how to see login page,0
8056,Help me with Survival benefits,survival benefit of saral nivesh,0
9716,prepare a reminder birthday,prepare a reminder,0
1776,want to purchase wifi,how to purchase,0
30288,"Hello, Can you look for the closest petrol pump?",Looking for nearest petrol pump,1
7380,View upcoming series,View upcoming matches,0
23713,Flat Tyre,flat tyre in bike,1
30445,Manage my flight bookings,I need to book a flight,0
8800,Landline bill payment is not there?,Bill payments,0
359,i want discount on flight tickets,want to purchase Flight Tickets,0
40456,Unable to install,i am unable to connect,0
20584,Is there any package,are there any opening?,0
70360,How to trade,how to trade in future and options?,0
56177,Please give me an overview of category media,overview of category media,1
9383,But in other website it giving me 6133,show for 2nd july,0
56691,Complain about this channel,Complains about no response from the HR,0
64168,wake up,wake up reminder,1
6144,schedule a reminder drink water,set a reminder jog,0
65809,I need contact num of marketing head,Can you give me contact of office,0
7460,show gk leaderboard,show previous day  GK leaderboard,0
17713,"Want to know the details of tests for calcium test, haemoglobin test and thyroid test",test details,0
25620,i want to see all my reminder,cancel all reminders,0
37758,I need for 8 persons,I need 2 tickets,0
21554,what will be the cost of HLV/CGMS?,What would be cost of pallet trolley??,0
39229,What is Survival benefits?,Want to know Survival Benefits of my life plan,0
16250,wake me,wake up,0
12519,I want to book round trip,I want to book a flight,0
21670,One time password is not working please resend,One time password did not come,0
64414,More information about your partnership with Network18,More information about the new movie,0
13232,charge convenience fee,convenience fee zero,0
45806,Can u please track the price for me and let me know when the price falls,When fare changes,0
27830,Help me with the Premium for Total Secure,Tell me about Total Secure,0
64570,why extra charge on flight booking,transaction fees on flight booking,0
12339,Can i get a loan for new home,New home loan,0
71306,I am facing issues uploading my documents to log in,I am unable to log in,0
6432,Didn't receive Refund,Please refund me,0
27511,I want to book flight tickets for Diwali,show  Flight Tickets,0
27328,Flights day to day fares alerts,set flight fare alert,0
15311,link to download this app on laptop,download the app?,0
25847,Can I close my account without transferring my shares?,Can you show me how to get a share transfer done?,0
32556,sorry change this reminder,I want to edit my reminder,1
66003,What if child cannot avail the seeding batch?,What if my child misses a class?,0
55279,I want to login,Showing error while I am trying to Login,0
4121,I need to pay my mobile bill,Hi! I want to pay my phone bill .,1
65114,premium subscription cost,buy Premium subscription,0
58199,Is there is no coupon code for this flight,There is no option for train status here,0
7281,help me in getting connected to your Wifi,I want to get connected to your wifi,1
11076,Send me a daily motivational quote,Send me daily motivation,1
3068,Why do I need to link Aadhaar?,"I am unable to link my Aadhaar, what should I do?",0
49361,Donot send me updates,Please stop sending me updates on flights,0
22825,where to login for VLE,I am unable to login,0
5227,book flight,Want to book flight from Mumbai to Delhi,0
34751,When will today's IPL Match begin?,Who won yesterday ipl match,0
36232,what is the procedure to change the address,i want to change my address,1
75057,I can't download the app,I cannot see the images shared for horoscope,0
10288,change mail ID,edit email,1
1733,But haptik dont charge convenience fees,How much is convenience fee,0
4531,Book flights,I want to book flight tickets for Diwali,0
29794,am I eligible for any bollywood prize today,when will bollywood prizes be announced?,0
23625,I was lookings for roles in daily soaps,Any new daily soaps coming up?,0
42618,opt for inbound holidays,Which Destinations are showcased for inbound holidays?,0
48313,Send me flight timings from Mumbai to Bangalore,I wanna look for flights,0
12058,I wanted an invoice for the test done,I need invoice for my test,1
21627,looking Flight Tickets,I want to book flight tickets.,0
72255,What is Survival benefits?,survival benefit of GCAP,0
75331,how to apply for vle,i want to apply for vle,1
43479,what kind of Reminders can U set,set a reminder exercise,0
18699,I want invoices for my test,I need invoice,1
30963,"Hyundai,Hatchback,Wheels and Tyres,Wheel Alignment,Alloy,Pickup/Drop","Hyundai,Hatchback,Wheels and Tyres,Wheel Balancing,Alloy,Pickup/Drop",1
52580,Modify this to- do reminder,"Hey, can you set a reminder for me to wish anniversary?  .",0
7199,lab visit no is not in receipt,No dont remind me,0
32376,test details,tell test details,1
356,I can't understand how to play.,How to play?,0
15300,Cheap flight tickets,book cheapest flight,0
69948,get 50rs return,Please return my Rs 50,1
4191,I want to know the flight prices to Delhi,stop flight fare alert,0
30059,cash back,My cash back is not credited,0
64337,dont know,No,0
16439,Show another Health benefit,Show Health benefit,0
10524,Can't find order ID.,Where is my order ID?,0
66400,want ticket from mumbai to pune,Please proceed with below flight from Delhi to Bangalore for 1 adult onward flight air dep 00 00 1 dec dep 00 00 1 dec,0
11854,What are the important features of Total Secure,Need your help to know the Premium for Total Secure,0
9320,Took too long to change my ticket,Super fast to change ticket,0
13291,My referral code is blocked,My invite code is blocked,1
15404,help me with book store near me,looking for book store near me,1
67181,Need your help to know the Premium for Total Secure,What will be the premium for Total Secure,1
9920,What are my wrong answers,My wrong answers,1
35190,set another reminder meet someone,I would like to view more reminder,0
46927,No one is available at your information helpdesk,locate information helpdesk,0
7880,Some awesome cashback offers on flights.,I want offers on flights,0
663,why so many error messages,Receiving error message,0
56240,cheapest fare guarantee,goibibo fares are cheaper,0
2507,"Hey, can you remind me to exercise?   .","Hey, can you set a reminder for me to jog?  .",1
64000,Airfare is included all the time?,Is airfare included in the Customized holidays price?,0
45731,want to buy Flight Tickets,Cheap flight tickets,0
55465,I need a reminder for exercising,set a reminder exercise,1
29064,Book one more flight,more flights,1
56293,Check yesterday's cricket leaderboard,Yesterday cricket,1
57506,set a reminder birthday,reminder birthday,1
1789,sir I am cashback not receive,Still not received Amazon Cashback,0
58100,Cash back not receive,i didnt received my cashback yet??,0
21514,show flights on,recommend Flight Tickets,1
69353,Search for 7pm,i want 12B 12C,0
36298,coloring of house,i want to color my house,1
54850,I want to go to penang from ahmedabad,I wanna fly to hyderabad,0
8169,delhi to kolkata,please proceed below flights new delhi to bangalore 1 adult - onward flight - 3038 jet airways 9w-823 dep 02 50 pm 29 dec,0
22967,important features of total secure,Explain me the key features of Total Secure,1
75030,Will there be additional cost for the water consumption?,Cost for water consumption,1
10084,Mutual funds,What is mutual funds?,0
35327,I want to book for testing,need to book an pickup,0
12570,show me your pic,I want ur number,0
70298,Bangalore electricity bill payment,I want to pay electricity bill,0
37354,Please refund,Refund it as soon as possible,0
61662,Cash back not received Amazon pay,havent received cash back,0
6182,I gave the correct ID,My ID is correct,1
43477,Change pick up point,I want to modify Pick Up/Destination.,0
2203,Will you send the tickets via mail,I had booked the ticket and I wanted to know the terminal,0
73308,I want to book bus tickets for NH7 weekeender,I want to book bus tickets,1
22572,recommend me Flight Tickets,Price of flight tickets to Switzerland,0
55155,Send me some amazing jokes,suggest a good one,0
37471,looking for Flight Tickets,I wanna look for flights,0
10623,whats the eligibility criteria,eligibility criteria,1
34882,winner announcement for gk,bollywood winner announcement,0
23909,tell me about discount deal on flight booking,Give me best offers on flights,0
33739,Where is my cash back ?,Cash back not received,0
52747,modification Wake Up Call,wake me up,0
5875,Key Features,What are the key features of mylife,0
72140,how much time to list loan?,time to approval registration,0
7076,clear cart,i want to clear my cart,1
56282,Give me best offers on ola,Give me best offers on uber,1
41890,want reminder for exercise,I need a reminder for meeting,0
