Text,Summary
"Here's a review by someone who is not fat, not on a diet, and who has not ruined his palate with fat free confections:<br /><br />These are the worst brownies I have ever tasted!  My wife bought this mix because it was the only one available at Trader Joe's when she shopped.  She didn't tell me they were fat free, but as soon as I tried one, I knew.  It had all the hallmarks of fat-free baked goods - gummy, flat, and the chocolate tasted like cocoa powder, not like rich fudgy chocolate.  I almost had to spit it out, it was that awful.<br /><br />And do you want to know why fat free foods taste so bad?  I'll let you in on a little secret:  the secret ingredient in good-tasting food is... you guessed it - FAT!!!!!  Fat and oil molecules transport the lovely taste of foods onto your taste buds.  So stop being so afraid of fat!  A little bit won't kill you!  Just exercise a little self-control and don't eat the entire box.  One properly made brownie is more satisfying than a whole plate of these vile things.<br /><br />So if you like real food that tastes good, don't believe the reviewers that raved about these brownies.  These people have a hidden agenda - they are trying to convince themselves that these little nuggets of evil actually taste good and are good for them.",These brownies are horrible
"IN A NUTSHELL: FEW NATURAL FOODS COULD BE WORSE FOR YOU THAN LARD!<br /><br />WHAT IS WORSE?  --- Hydrogenated LARD, which is loaded with TRANS FATTY ACIDS - CHOLESTEROL - SATURATED FAT - AGRICULTURAL CHEMICALS - HORMONES ETC. AND that's what this product is.<br /><br />SOME INTERESTING STUFF: WHERE IS THE LARD ON THEIR WEBSITE?<br /><br />Dial, the soap people, own Armour, and Armour makes this Hydrogenated, ""All Natural"" Lard. However, though Armour owns up to making many less than healthy edibles, on their website, there is NO mention of Lard as one of their many products.<br /><br />If you have to use Lard, this is a long established brand that resturants use, and though ""hydrogenated"", this is a good product as hydrogenated Lard goes.<br /><br />Nevertheless, I wince when I leave a resturant, and while walking through their parking lot find myself staring at huge tubs of empty lard containers lying around the dumpsters. Funny, but I'd swear they weren't there before I ate.<br /><br />BOTTOM LINE:<br /><br />This is not just lard, but Hydrogenated Lard, which should be stricken from the human diet if at all possible. If that is not possible, Armour has been a reliable brand that has been making lard forever, though they don't want to admit it apparently [WONDER WHY?].<br /><br />It does, however, make me wonder what is in Dial soap?!<br /><br />[I AM NOT AFFILIATED WITH ANY PRODUCT OR COMPANY]",NOWHERE ON DIAL OR ARMOUR'S WEBSITE CAN YOU FIND THAT THEY MAKE THIS STUFF!
"We love illy issimo coffees. They're not expensive and they usually hit the spot. I was excited to try the <a href=""http://www.amazon.com/gp/product/B002IEZJMA"">illy issimo Coffee Drink, Caff&egrave;</a>.<br /><br />It was very disappointing. I found it, while sweetened, to be bitter and watery. (Yes, I know that, scientifically, bitter is not the opposite of sweet, but we know that sweetener changes the flavor of coffee.)  I passed the can to my Gentleman Caller, who is more of a coffee aficionado than I am. He drinks fine espresso as well as old coffee from the bottom of the pot if that's what there is. He agreed that this was bitter.<br /><br />illy disappointed us.<br /><br />I wouldn't buy this if it were offered again. I'd rather buy a soda.<br /><br />The <a href=""http://www.amazon.com/gp/product/B004OOTYXW"">Illy Issimo Cappuccino Espresso Coffee Drink</a> is far more to my liking.",Not illy issimo's finest work
"I love Illy coffee and thought I would enjoy this canned beverage as much as their lovely fresh brewed coffees.<br />WRONG!!!<br />There is absolutely no resemblence between Illy's coffee and this ""drink.""  It is bitter, and leaves a very strange ""off"" taste/feel in your mouth after consumption.",Bitter brew
"I am sure there is a market for this canned coffee drink, but I am not part of the market! It tasted very bitter to me, and I could not detect any sweetness, even though the information on the can stated that it contained sugar. I am not sure why the instructions say not to shake the can before opening, but I decided for once to follow instructions...just in case, you know. My guess is that this product is popular among those who already enjoy espresso rather than just accept a cup when it is pressed upon them. One can drink it at room temperature or cold -- I drank my half a can at room temperature before disposing of it,  but upon reflection I probably should have chilled the rest to see if that improved the flavor.",Too Bitter for Me!
"My dog seems to be allergic to poultry so we thought we would switch him to this lamb-based formula.  Usually he is a good eater, but my dog had one smell of this stuff and wouldn't come back.  I understand Wellness puts higher-end ingredients in their food but if a dog doesn't like it there goes your money right down the drain.",My Dog Wouldn't Touch this with a Ten Foot Pole!
"Can you leave NO stars marked for a rating? We waited since JUNE. 7. and got the pack of 12 boxes today, July 27.<br /><br />As of last night when I printed out the tracking info for my Mom, it had the picture of and title for, SUN MAID Raisin Muffin Mix.<br /><br />NOW, we open the package and it's Krusteaz, the photo is Krusteaz NOW, but it still says ""Sun Maid Raisin Mix"" if I scroll the mouse over the photo AND, it still says ""Sun Maid Raisin Mix"" on the title.<br /><br />I am NOT.  NOT.  Happy.  To wait all this time and then it's Krusteaz the Klown junk?  No.  If I wanted Krusteaz I would have bought it nearly 2 months ago.  I wanted the SUN MAID as a gift for my Mother.<br /><br />I am not happy. Does Amazon not notify people when there is a change of product?",NOT happy
"I've been giving my daughter Gerber fruits, veggies, and meat as everyday-meals since she was 6 months old, thinking that she's got enough vitamins and prebiotics. However, she developed digestive problem and chronic constipation; she almost stopped gaining weight since she was 9 months old. I took her to GI and she told me that those packed fruits are all cooked! And there are additives to keep them fresh for long period of time! I started to puree fruits and veggies using Vitamix, and only use Gerber fruits&veggies when we are out and about. Now, after half a year of probiotics and wholesome food, she's slowly getting better and opens her mouth to food.<br />Now, think about this: if you puree an apple and leave it alone for 5 minutes, it'll change color due to oxidation. So, how can Gerber's apple puree keep the same color for so long a time?",Gerber's fruits are cooked
"I've been giving my daughter Gerber fruits, veggies, and meat as everyday-meals since she was 6 months old, thinking that she's got enough vitamins and prebiotics. However, she developed digestive problem and chronic constipation; she almost stopped gaining weight since she was 9 months old. I took her to GI and she told me that those packed fruits are all cooked! And there are additives to keep them fresh for long period of time! I started to puree fruits and veggies using Vitamix, and only use Gerber fruits&veggies when we are out and about. Now, after half a year of probiotics and wholesome food, she's slowly getting better and opens her mouth to food.<br />Now, think about this: if you puree an apple and leave it alone for 5 minutes, it'll change color due to oxidation. So, how can Gerber's apple puree keep the same color for so long a time?",Gerber's fruits are cooked
"I found the flavor to be flat, and almost tasteless. I would recommend the manufacturer add more flavor to their recipe. Crunch appeal was good",Soy crips
"I love(d) these bars. They taste like a candy bar, have fiber, fill me up, whats not to like!<br />Oh wait... they use SOY PROTEIN.<br /><br />I'd heard about the dangers of men/boys eating soy protein before from friends/colleagues and pretty much dismissed it as tinfoil hat conspiracy theory. But when Men's Health had a large report on it, I figured it was worth the time to do some independent analysis.<br /><br />Long story short (and don't just take my word for it, I could be a crazy person on the internets) if you are a man, you are essentially taking large doses of estrogen every time you eat one of these. Note only does estrogen not help out in the muscle building department, the soy phytoestrogens have been linked (through legitimate research) to a whole lot of bad things, namely behavioral, pulmonary, circulatory diseases.<br /><br />So eat these things if you'd like, but I will be running not walking away from them. And it REALLY bums me out because they taste great... I just wished Special K would have ponied up the couple extra cents to whey protein...sigh.",So close to perfect...
"This sesame chicken noodle soup bowl is the nastiest-tasting instant soups I've ever eaten. It's just very bland, simply put!",Tasteless!
"I usually really like Numi teas, and I like just about anything that has lime, but I did not like this tea.  Unappetizing color, too.",Very Strange
"I tried MANY different ways to prepare this green tea (varying water temperatures with 2 min, 3 min, 4 min boils), and yet I couldn;t get a decent tasting tea with this brand. I've been drinking tea for 30 years and I honestly have to say, among the worst I've tasted. There is a also a fishy smell to the tea.",low quali-tea
"The Lavazza brand of coffee does not taste anything close to this!!!  I lived in Italy and bought this same product several times and the product from Italy tasted a million times better.  The only thing that is close to the product is the package.  It smells horrible, the color of the beans is too light and dull, and it tastes so bitter and disgusting.  I would actually give the product zero stars if it would let me.  I will still continue to shop with Amazon but do not recommend this product to anyone.",HORRIBLE.
"I've been giving my daughter Gerber fruits, veggies, and meat as everyday-meals since she was 6 months old, thinking that she's got enough vitamins and prebiotics. However, she developed digestive problem and chronic constipation; she almost stopped gaining weight since she was 9 months old. I took her to GI and she told me that those packed fruits are all cooked! And there are additives to keep them fresh for long period of time! I started to puree fruits and veggies using Vitamix, and only use Gerber fruits&veggies when we are out and about. Now, after half a year of probiotics and wholesome food, she's slowly getting better and opens her mouth to food.<br />Now, think about this: if you puree an apple and leave it alone for 5 minutes, it'll change color due to oxidation. So, how can Gerber's apple puree keep the same color for so long a time?",Gerber's fruits are cooked
"I was really quite disappointed. The "" meatballs"" taste like what I would imagine "" fake meat"" to taste like as they are very artificial in texture and do not taste like really anything resembling meat. The pasta is overdone, the sauce is watery and, without exaggeration, you can actually drink the whole thing, except for the tiny "" meatballs,"" which are few indeed. This is really a bad example of processed food.",This is really not good at all....
Undrinkable after two minutes - the ginger makes it taste like pepper-tea. The powder is so finely ground that there is no way to filter it out once it's mixed with water or milk. Quite a disappointment.,Monika Weber
"I was extremely dissapointed in this product.  I purchased it because it did not HFC listed on the label.  HFC is not something that I can digest and therefore, since this item can not be returned, it is no use to me, nor would I foster it on someone else.",misleading
"This USED to be my favorite breakfast, but now that they've fallen in line with the Nanny State of The Union and forcibly are choosing our lifestyle and food ingredients, this product is crapola, plain and simple. It used to be wonderful but now is not fit to feed my cat. ( I tried but she wouldn't eat it, either ) Worst stuff I ever tasted when it comes to oatmeal. And what is that horrible biting bitter flavor they substituted for brown sugar or real maple flavoring? Smells and tastes like something left in a cranky baby's diaper. Quaker has lost another customer.",Nasty NASTY stuff!
"If you are looking for a cup of tea with no real flavor, please buy this. I am an avid tea drinker; Oolong tea has a pleasant aroma of oriental spices and good flavor that dosent require added sweeteners. If you enjoy a good cup of tea, this is not the product. This tea seems like a combination of cheap teas, none with a hint of oolong. The tea even gave me a headache! The price of Oolong tea usually ranges between $5.00 to $7.00 for 20 tea bags depending on geographical area of the country. I should have known that $4.95 was too good to be true. They wont go to waste; tea bags are great for soaking tired aching feet after a run or treating foot fungus.  Certainly not organic!",terrible
I drink tea my entire life. Decided to try something different. Bad choice! This tea tastes awful to me. I do not like any cinnamon or any other spices in my tea. The Amazon description should include the list of ingredients for each product!,Very strange tasting tea.
I bought this tea because I like Timothy's Coffee products and figured the tea would be just as good.  I could't have been more wrong.  It has barely any flavor and what you do taste is horrible. I am so sorry I bought the 48 pk.,Very bland
"I had just bought the package, so the expiration date was far away.  After just two minutes of boiling (package indicates 5-7 minutes), almost all the noodles had broken into tiny pieces.  I immediately dumped them into a colander and covered them with cold water.  I had to serve them in my pasta primavera because my dinner guests had already arrived.  My primavera looked pathetic and unappetizing.  I should've stuck with DeBoles artichoke noodles, which have never failed me.  At least I didn't continue boiling the smithereens according to package directions, or they would've turned to mush, as they had for another one-star reviewer.  Eden can go ahead and send me a new box after I complain, but it's too late for my dinner guests.  Never again, Eden!",Ribbons became smithereens
"My children and I immediately noticed a difference in the taste and texture of the ""New and Improved"" recipe.  It is awful!  Some have commented on a slight difference in flavor, but for us, it was completely different, and disgusting.  We have switched to Carnation Instant Breakfast and at times, plain old Hershey's Syrup!  We used to buy three cans each of Chocolate and Malt Ovaltine, every few weeks, but we will not buy more until the recipe is changed back to the original.  This change was so very upsetting to our family.  My kids only liked Ovaltine in their milk.<br /><br />This change was unnecessary, uncalled-for and is ruining the brand name Ovaltine after so many generations of loyalty.  This change reminds me of ""New Coke!""",The New and Improved Receipe is Awful!
"We have picked up a number of Emerald nuts recently.  We liked Emerald Cocoa Roast Almonds, 11oz Canister (Pack of 4) and absolutely loved Emerald Marcona Almonds, 11.5oz Canister (Pack of 4), but we did not care for these at all. I have no problem with the quality of the product, but I do have a problem with the recipe.<br /><br />In theory pepper and sea salt sounded like a great combination.  Salty with a slight peppery taste sounded great, but in reality, the pepper was overwhelming. Everyone in our family tried them and no one cared for them. The sea salt alone would have been good, and even a lighter coating of pepper would have been okay.<br /><br />We love Emerald nuts in general, this one just wasn't a hit with our family.",Not the nut for me
"I love cashews and I've loved other Emerald cashews I've tried....but these are just too darned salty (and I love salt). The pepper further adds to the problem. There's just not a lot of cashew taste, because the sea salt and the pepper overpower the taste of the nuts.<br /><br />I would not purchase these in the store - especially since our local Kroger sells other similar Emerald brands for $6.99 for the 10 oz cannister. That's just too much money for a mouthful of salt.","Love cashews, but these are overly salted and peppered"
"After having the privilege to test Emerald's Marcona Almonds, I was very much looking forward to testing their Sea Salt and Pepper Cashews.  In fact, when the box came in the mail, I raced to open it so I could try out these little gems.<br /><br />Unfortunately, what I expected to be a favorable experience turned out to be terrible.<br /><br />My first taste of these nuts was like having orange pith (the white part between the peel and the orange) fried in oil, doused in a vat of salt and sugar and dipped in black pepper.  There is virtually no cashew flavor left in these little nuts.<br /><br />I love cashews.  I have eaten them raw and roasted in many ways for years.  This experience with Emerald Sea Salt and Pepper Cashews was an assault on my taste buds.<br /><br />The salt with citric acid combination is terrible.  When you combine it with the maltodextrin AND sugar, the cashew flavor is corrupted beyond recognition.  Then adding the black pepper makes it even worse.  A handful of these *nuts* is like dumping a salt shaker in your mouth.  It is almost repulsive.<br /><br />The nuts themselves are pretty greasy as well.<br /><br />I am very sorry that these cashews were treated this way.<br /><br />I would have preferred the graceful simplicity of simple roasted cashews with a DUSTING of sea salt and black pepper over them- nothing more.  The sugar and maltodextrin ruin this mix- and the addition of citric acid makes the finish quite bitter.  I do not like these at all.<br /><br />If you love sweet things and don't mind bitterness and a mouth full of salt, you might enjoy these.  However, if you love cashews and prefer the seasonings to COMPLIMENT them instead of overpower them, pass on these.",Very Disappointed
"I LOVE cashews but I thought that these were pretty horrible.  Well, maybe horrible is too strong of a word.<br /><br />How about I just try to share with you what tastes I experienced and you can judge for yourself whether you want to give them a try or not:<br /><br />The package design is superb, a plastic container with a screw top that also fits perfectly in your car's cup-holder.  The nuts were nice and crunchy but although I like spicy things, these tasted overly peppery to me.  After you get through that, you get hit with an onion/garlic taste that lingers.  I probably should have done it beforehand, but when I tasted this I HAD to check the ingredients.  Yes, they did indeed not only pepper the cashews, they also added onion powder.<br /><br />Sooo... If the thought of eating crunchy cashews seasoned with black pepper, onion powder and salt sound like it might be up your alley, then by all means give these a try.  Somebody out there must like these, right?",Me No Likey
"Sooo much pepper and heavy salt - reminds me of ""Adams"" trick food gags (garlic candy, hot pepper chewing gum, etc. ). Can't eat as is - seriously , these are fresh nuts - just over seasoned.","Agreed, over the top seasoning"
"I have NO idea how or why anyone would like this?! Its disgusting, tastes like wet cardboard. Ive tried a lot of gluten free mac n cheese this is the worst!! Ive been gf for a while worst thing ever tasted!!",Gross gross gross
I've fed Zuke's treats for awhile (3+ years) but the last two bags gave my dogs horrible upset stomach.  I bought a massive bag too and had to throw them both away.  I unfortunately will not be buying these again.,Made My Dog Sick
I have  a shih tzu Chihuahua mix and he will not eat these. I was surprised since they got great reviews..maybe my moms cat will eat them.,i wasn't
"Less than 24 hours after my four year old dog ate a Zuke's ""all-natural"" bone, she developed pancreatitis!!! There was no other change in her diet, environment or anything but that Zuke's bone. When I took her to the vet, she was dehydrated from vomiting and diarrhea... and she had to stay at the vet for three days. Over $1,000 in vet bills later, I gave Zuke's hq a call to let them know. While symphathetic, basically Zuke's gave me a $15 check to cover the cost of the bone, but failed to take responsibility for the incident, even though the vet wrote a note saying the bone was the most likely cause. Stay away from this and all Zuke's ""all-natural"" products!",Zero stars if I could
"I originally bought the Zuke's Treats for Cats on Amazon.com. It arrived in a decent amount of time (I didn't expect it to be quick since I used the free shipping). My cat thought they were just okay, and would eat them if i put them in front of her, but not come running as she does for her other treats. So I would leave them out for her in her dish, and they would get hard real quick. After maybe eating 20 of the little pieces total, she stopped eating them altogether.<br />Then I went to Petco after adopting a puppy, and Petco convinced me they would be perfect for training so i got the ones for dogs. I thought maybe the shipping made them stale, and Petco assured me the ones for dogs were of better quality. Unfortunately this was not the case, my dog who eats shoes, and ANYTHHING else that's on the floor does not want to eat these. I mean they are okay but barely okay. When I take her on walks and use them to redirect her attention and they are hard by the time we get home from our walk, and she will spit out over half of them on the sidewalk. So if your pet likes hard food then they might like them (and they are real ingredients,) but if your pet is like mine, they wont touch them. I now have two barely opened packages of this stuff that just sits under my cupboard.",would be okay if they didnt get hard after 5 minutes
"I ask myself what the hype is about this sauce, it comes in a cool bottle, it has a cool drawing on it, and it has the groundbreaking wooden bottle top, but what's inside. I have tried pouring a truly excessive amount of it onto my food, and I simply cannot taste the difference between food without Cholula and food with Cholula, and it's not about the heat or spiciness, I tend to be just fine with Tabasco or any other ordinary sauce. Finally I tried this on it's own, and all I can taste is vinegar. Then I thought, well, it must be organic or all great ingredients, but that's not the reason for the higher price either, there's plenty of artificial flavors and colors in here.  So the hype here is really about the bottle. Sorry but you can get nice little bottles at any furniture store, as for the sauce, I'll continue to try something else.","If you like no taste at all, this is for you."
"I love Cheez-Its, and it makes sense to get multiple boxes instead of one big box because they stay fresher longer. I used to have a Subscribe-and-Save subscription to this item when it was 4 boxes, but then it dropped to 3 boxes and the price stayed the same. Now it's just not worth it to buy here.","Delicious crackers, disappointing pricing"
"From the grocery store!! Four boxes arrived broken and crumbled. There seems to a packaging flaw. Oh, well back to the super markets for me.",I like Cheez-its!!
"i have ordered love crunch - dark chocolate and red berries, yet i received aloha blend. well, my sweetheart likes it but i am not happy because i received the wrong item.",wrong item
This gum lasts for 30 seconds before you have to spit it out. The flavor is very bland mint. It's a total waste of money.,Ridiculously bad gum
These are terrible.  I eat a lot of diet items and have never come across something so gross.  The texture is just weird and has no flavor. It does not take the flavor of what you are cooking.  I had one package and threw the rest away. Don't waste your money people.,yuk!
"I wish I knew that the noodles were already cooked. I think it was already cooked...it was soft.  The noodles came in a liquid and smelled like fish.  I soaked it in seasoning and olive oil overnight to get rid of the smell...it did.  I cooked it again and mixed with a white sauce.  I am very picky about food textures, and this was the worst I've ever tried.  It had a rubbery texture and was literally like chewing rubber bands.  I couldn't break it apart after chewing for a while.  I ended up throwing it all out, which was a waste of money.  It should NOT be called a noodle, despite its shape!  It tastes NOTHING like a noodle.",Not my kind of noodle
"I love having chai at home, so I purchased this tea at a local store.  This is perhaps the most bland chai I've ever had.  This is really a ""miss"" on the part of Twinings.  Hopefully they will have the common sense to listen to customers and restore this product to the original Indian Spice Chai.",Exactly where is the chai in this tea?
"You're better off going to the local grocery store.  I have never seen organic almond milk this pricey and I live in Seattle, WA.  The photo displayed doesn't even state it's organic.",$4.57 each.  No deal.  The item is 5 star.  The price is 1.
"We have five cats - one an elderly cat of 15 years, the other four in the 9-11 year range.  The oldest cat was diagnosed a couple of months ago with the beginning stages of chronic kidney disease.  His numbers didn't warrant being on prescription food yet, but we needed to start paying attention to things like protein and phosphorus levels in his food.  Because we have five cats, and some of them are nibblers eating four or five nuggets at a time, we decided to switch them all to an acceptable food for the oldest, so we picked the active longevity because it specifically mentioned kidney support and calories appropriate for less active older cats.<br /><br />Since we made the switch 6 weeks ago, all of the cats have gained weight.  This was fine for the little old guy as he was a bit underweight; not good for the rest of them.  Our other male went from a slightly chunky 18.5 lbs to an obese 21.25 lbs - almost three pounds in 6 weeks!  The 3 females gained between 1.5 to 2 pounds each.  We noticed them making a lot more visits to the food bowl, like they couldn't seem to get full.  We also saw a lessening of coat quality - lots of shedding even though they are brushed regularly (including with a furminator) and one developed bad dandruff.  The stools developed a really bad odor, although I do have to say nobody developed diarrhea which I am grateful for.  Most worrisome was that the lab results on the old guy came back with some of the kidney values of concern having worsened.<br /><br />I am very disgusted with Science Diet - they are actively fooling the public with the nutritional claims on the bags. One of the sites I researched on for chronic renal failure has charts detailing the nutritional breakdown of most of the various foods available.  If you compare the various Science diet formulae that have different health claims on them - the nutritional values for the components listed are all within a tenth of a point or two.  Basically from the nutritional analysis it appears that they are  the same base formula with maybe a slight difference in a vitamin or additive.  With other brands, such as innova or royal canin, there appears to be an actual difference between the different formulae.<br /><br />Now to deal with the weight gain, as well as the other problems we noted, we are switching foods again.  This time we are trying royal canin indoor mature.  Wish us luck.",Kitty Junk Food
"Well i gave my dog one of these, and she puked twice. Soooo needless to say i just threw the rest out.",Dog didn't like them
"I am a flavored coffee person. When my wife and I go to Dunkin Donuts, she always mocks me for ordering sweet, sugary coffee (I think it's better if I can have a sugar rush and a caffeine rush at the same time!). When I bought my wife a Keurig (probably because I was tired of hearing her shtick every time we went out for coffee), I set out to try the different flavors, to see what sort of deliciousness was awaiting me.<br /><br />We made it through this batch of <a href=""http://www.amazon.com/gp/product/B0033HPPIO"">Donut House Collection Coffee, Chocolate Glazed Donut, K-Cup Portion Pack for Keurig K-Cup Brewers, 24-Count</a>, but barely. We came close to throwing out all of our unused K-Cups several times, because the taste of these pods is that bad. It was like drinking a big cup of chemicals. Chemicals that barely tasted like chocolate. Look elsewhere for your flavored K-Cups.",Bad chocolate flavoring (if you're generous enough to call it a flavor!)
"While this was brewing, I was excited.  It smelled like a bonafide donut shop in my kitchen.  Was I really going to be able to drink a chocolate donut without the calories?  Not so much.  It has a distinct chemical taste to it that even creamer and sugar cannot fix.  I actually gave it away to a friend that likes it for some unknown reason.","smells great, tastes terrible"
This coffee has a yucky cardboard flavor to it.  There are 4 coffee drinkers in our house and none of us like it.,yuck
"Unless you really really really like vinegar - AVOID! Those chips should have been called ""Vinegar and Sea Salt"" - not ""Sea Salt and Vinegar"".",AWFUL TASTE
"Used to eat the Spicy Thai flavor all the time.  MSG makes my body unhappy and this was one of the few flavored chips that was MSG free.  Now they have changed the whole recipe and how they make them.  Instead of being real food on the ingredients like it used to be its mostly processed chemical garbage, a bunch more salt and MSG stuffed in under the label ""yeast extract"".  They removed the NO MSG from the label so they know very well what they did.<br /><br />The worst part though is that they taste horrible.  Instead of crisp, oily and full of character...say as if they were cooked in like...a kettle or something they instead have the color and uniformity of baked lays.  The Spicy Thai flavor now tastes like sour cream and onion or ranch that has gone rancid.<br /><br />What a shame, no more kettle chips for me.  It seems they are slowly moving one flavor at a time to this new cheap ingredient list and manufacturing method.  Dont be fooled into paying a premium price for these chips as they are not a premium product anymore.","Kettle has sold out, the chips are horrible now"
I love this snack mix and it was supposed to be a package of 6 bags (5.5ounce each).  I received only 1 bag!  And the<br />return policy prohibits this from being returned.  $13.00 for i tiny snack bag -BEWARE of these food items on Amazon.,DO NOT buy from Amazon
"This product tastes horrible.  I was looking for a soy free protein and came upon this item.  I mixed it with soymilk and it tasted like pea-flavored chalk.  I thought I might have used too much powder so I tried half the amount of powder and it still tasted the same.  Not wanting to give up, I mixed in a scoop of strawberry flavored whey protein and it truly tasted like a combination of strawberry and chalk.<br /><br />My fiancee then tried it and couldn't take more than a sip.  In the end, I was able to down three cups of it, but I don't think I can drink any more in the future. I am going to take them up on their money back product guarantee.",Horrible taste
"Yuck, these do not taste good and they are quite tough. Better off buying the bags of rinds already prepaired.",Yuck
"I hated the flavor of this product, I ended up just giving it away at work who ended up giving it away to there friends.",Worse  ever!
"For starters, I'm not salt or msg averse. I enjoy salty food like chips, jerky, and bacon. However, these pork rinds are ridiculously salty tasting. To give you a better idea of what I'm referring to, Kettle Chips Sea Salt variety have 55 mg of salt per 1/2 oz of chips. Lowrey's pork rinds have 310 mg of sodium per 1/2 oz serving. That's roughly six times the salt content of a food considered relatively salty by most people. I read a review on here saying that they were too salty and decided to order them anyway thinking the reviewer was some salt hating baby. Boy, was I mistaken. I wish I hadn't ordered these.",Unbearably salty
Just threw away 3 loaves of pumpkin bread that were gritty with sand. I checked on the internet and found others with the same complaint. What a waste!,Sandy pumpkin
"I bought this chili powder with the intention of using it around the kitchen and for making chili. I recently tried using chili powder (not this one from Amazon, but one from a grocery store), and didn't feel like paying the higher price per pound buying it from a grocery store, so I found the one here on Amazon. There is an ingredient in here that I am not fond of whatsoever, hence the 1 star review. This ingredient is SILICON DIOXIDE.<br /><br />Here are a couple links with some general info:<br /><br />[...]<br /><br />[...]<br /><br />Regardless of how ""safe"" some say it is to ingest, the fact that I would have potentially eaten something that is used to make glass or breast implants doesn't really sit right with me. Amazon should have disclosed ALL ingredients in their food products that they offer. I'm a bit upset that something I looked so forward to using now has to be returned, which means I now have to order a different one and wait several more days or so.","Bad ingredients that weren't disclosed on Amazon, but are listed on the packaging"
"I was very disappointed in the lack of flavor in these chips.  And the flavor they did possess was foul and left a bad taste in my mouth.  I set them in the break room and let people help themselves and got the same responses.  Tastes like vomit, seriously.  Do not buy.","Not Spicy, Bland"
"Every one of the bars have a white fuzzy mold on them. It is disgusting!<br /><br />Fortunately, I received a refund; without having to go through the hassle of having to package them up and send them back.",Moldy! Full of a white fuzzy mold!
"(NOTE: I purchased this box on July 8, 2012 -- not May 2012. Amazon must have used the date of a prior Larabar purchase.)<br /><br />I think Larabars are healthy; I've been eating them almost daily for years, but I like only a few flavors, and ginger snap is the best! But beware when they have a strange, sharp flavor (it tastes almost chemical to me)! This was the third box I have purchased that had this problem (out of about 8 boxes total). It always affects every bar in the box. I was able to get a refund for the first two boxes, but not this box from Amazon (I don't know why not), so I am going through the manufacturer (now General Mills), but it is not easy (I have to mail back all the wrappers I have).<br /><br />After finding mold on one of the bars, I had two of the bars tested by a food research company. I was told that the problem is the water content, the Aw, which was .717 on the moldy bar (from one lot) and .687 on the other bar (from a different lot), which tasted bad but had no visible mold (other bars in that box were later found to have mold as well). These bars still had more than 7 months before their expiration date.<br /><br />Here's a quote from the food researcher: ""Pathogens cannot survive below water activity (Aw) 0.86 so food borne illness is not a risk below this Aw. Between Aw 0.60 and 0.70 the microorganisms of concern are xerophilic molds and osmophilic yeasts...In summary, the Lara Bar labeled ""Bad"" had an Aw high enough to support growth of mold and yeast. The other Lara Bar sample also had fairly high Aw, high enough to support growth of mold & yeast. As a standard practice, we target an Aw of less than or equal to 0.60 for all shelf stable products (with pH >4.2) in order to avoid growth of all pathogens and spoilage organisms. All manufacturers should be targeting an Aw of &#8804;0.65 unless they are adding preservatives.""<br /><br />I don't know if I will give up on these bars yet, because when they do it right, they are really good!",Bars were moldy!
I bought one single banana bread bar to taste before ordering. It was absolutely disgusting- bitter without a hint of banana. I couldn't even swallow a small bite. Very disappointing.,Banana Bread?
"My daughter is extremely sensitive to gluten so many products that promote themselves as gluten free prove to be otherwise when my daughter has a gluten reaction.  For the sake of keeping my daughter healthy I contact companies asking them if they test for gluten and if gluten is processed in the same facility.  If it is then it is almost certainly contaminated.  Most companies give me a detailed and open answer so that I can make the best decision for my daughter.  They don't assume they know if the product is okay for my daughter or not.  They give me the facts and the numbers and let me make my own decision.  Larabar did NOT give me a clear answer.  They gave me a very vague answer assuring me that they went through stringent testing but they did not say what kind of testing.  They also said their products met the FDA requirements for gluten free which is so BOGUS b/c the FDA currently does not have any sort of requirements or enforcements for gluten free labels.  They are proposing implementing one but have not yet done so.  So Larabar is attempting to deceive me.  They also did not answer my question if gluten was also processed in the facilities that process Larabars.  Again, most other companies answer me directly on this and are very helpful.  I was so turned off by Larabar's response that I want nothing to do with them.  It was obvious they could care less about my daughter's health.  Ultimately, they put their profits above children's health.",not straightforward about allergen information
"I bought this because I thought it actually had organic ingredients- as the description stated.  It does not.  It's quite good Chai tea, but I'd rather drink organic Allegro chai tea (available at Whole Foods for close to this price) than buy this stuff.  The good news is that unlike some teas on Amazon, this one is very fresh and has a good sell-by date.  I ordered it only a few weeks ago, and it is good until 11/2012.  So if you don't care about organic tea, and you want a nice chai with strong cinnamon overtones, this is a pretty good one.  I really like Allegro chai- it tastes more balanced to me, and I was hoping the Stash would be like that, but it's not.",NOT organic
"I love Earl Grey tea.  I dislike this.  The bergamot is some weird essence very different from others I have had, and I do not enjoy it at all.  Kind of too fruity and flowery, and not woodsy and sophisticated.  My office mate said it smelled like whisky and Southern Comfort added to tea.  Not what I was looking for.",Not like other Earl Greys--in a bad way
"A terrible disappointment. The fruit was slightly hard and flavorless. Only the apricots were edible. It was so bad that I threw the second tray away, not wanting to give it to anyone as a gift.  If only the fruit were like that in the picture.",awful...
My cats went on hunger strike when I put this food out. None of our cats would touch it. Even our dog who likes to steal the cat food would not touch it. So I just threw it out.,Not good.
GOOD PRODUCT BUT THIS COMPANY IS RIPPING OFF CUSTOMERS.  GO TO YOUR LOCAL WALMART OR PUBLIX AND GET IT FOR LESS THAN HALF THIS OUTRAGEOUS PRICE.,THREE TIMES THE PRICE OF WALMART
